gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NR_102268|LOC392452,0,0,0,0,0,0,0,0,0,0,0,0
NR_073156|HAUS7,157,164,173,126,124,45,141,120,141,79,91,87
NM_001129898|KRBOX4,213,230,146,138,101,65,166,155,166,81,281,75
NM_012278|ITGB1BP2,61,29,71,31,20,19,57,16,57,14,27,23
NM_032591|SLC9A7,0,0,9060,3769,4781,0,0,0,0,0,0,0
NR_036173|MIR514B,0,0,0,0,0,0,0,0,0,0,0,0
NM_133265|AMOT,469,35,360,0,6,239,5,447,5,6,218,375
NM_000475|NR0B1,0,0,0,0,2,0,0,2,0,0,0,0
NR_033974|LINC00890,0,0,0,0,0,0,2,0,2,17,0,0
NM_203303|ZCCHC13,0,0,0,0,0,0,0,0,0,0,0,0
NM_004845|PCYT1B,13,21,10,12,0,0,9,5,9,7,35,17
NM_001193280|MID1,0,0,0,0,0,0,0,0,0,0,0,0
NM_003662|PIR,237,285,182,231,437,79,439,372,439,3,210,433
NR_030587|MIR450B,0,0,0,0,0,0,0,0,0,0,0,0
NM_020061|OPN1LW,0,0,0,0,0,0,0,0,0,0,0,0
NR_046706|MID1IP1-AS1,47,70,70,12,22,11,48,28,48,25,33,32
NM_144968|RIBC1,19,12,21,5,6,5,18,17,18,4,9,4
NR_030584|MIR892A,0,0,0,0,0,0,0,0,0,0,0,0
NM_080737|SYTL4,9,0,5,0,0,70,0,0,0,0,0,0
NM_031276|TEX11,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282337|PLS3,0,0,0,318,0,0,0,0,0,0,0,0
NR_027621|FHL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_005278|GPM6B,0,0,0,0,0,0,0,0,0,0,0,0
NM_004988|MAGEA1,0,0,3,0,0,0,0,0,0,0,0,0
NM_178153|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NR_027383|AKAP17A,882,1160,1694,1323,1136,440,1568,3305,1568,1692,1392,3687
NR_003539|BRDTP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_016153|HSFX1,0,2,0,0,0,0,0,0,0,7,0,0
NM_003785|PAGE1,0,0,0,0,0,0,0,0,0,0,0,0
NR_046649|SYP-AS1,0,0,2,0,0,0,0,0,0,0,0,0
NM_006729|DIAPH2,382,1022,61,464,214,335,1088,761,1088,273,623,475
NM_001031834|RAB40AL,3,7,8,3,5,5,7,7,7,1,7,2
NM_173523|MAGEB6,0,0,0,0,0,0,0,0,0,0,0,0
NR_029946|MIR424,1,0,0,0,0,0,0,0,0,1,0,1
NR_110406|MIR325HG,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166418|HDAC8,186,249,165,99,88,0,0,0,0,0,112,64
NM_001172672|PNPLA4,0,0,0,0,0,0,0,18,0,0,0,0
NM_003336|UBE2A,3373,3805,3428,2653,3759,1620,3942,3461,3942,2304,3767,2981
NM_001110556|FLNA,41867,23396,25750,13372,28813,9751,46191,14713,46191,18210,13634,24181
NM_001168482|ARMCX5,95,0,0,0,89,19,176,0,176,0,144,116
NR_104080|RNU6-9,0,0,0,0,0,0,0,0,0,0,0,0
NM_007137|ZNF81,828,754,371,211,329,316,792,303,792,363,431,427
NM_001098406|GAGE12J,0,0,0,0,0,0,0,0,0,0,0,0
NM_001711|BGN,0,0,0,0,0,4,0,0,0,0,0,0
NM_031274|TEX13A,0,0,0,0,0,0,0,0,0,0,0,0
NM_000047|ARSE,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303620|DNASE1L1,401,703,315,309,376,625,637,208,637,355,369,854
NM_018684|ZC4H2,728,679,668,259,298,7,727,491,727,420,300,565
NM_005089|ZRSR2,732,848,1445,894,879,474,785,687,785,875,775,928
NM_001168401|BEX2,0,29,0,0,0,18,0,26,0,0,0,28
NR_121210|UBE2NL,55,18,32,30,39,32,19,7,19,20,48,36
NM_001142422|MORF4L2,143,134,86,109,79,41,172,163,172,70,115,145
NM_004208|AIFM1,5853,5505,6857,3466,3878,2337,6994,4069,6994,3154,4035,4260
NM_173834|YIPF6,1126,1175,1172,751,899,427,1194,975,1194,567,1208,1092
NM_021120|DLG3,0,0,0,133,5,0,0,3,0,0,0,1
NM_001009615|SPANXN2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080138|CT47A9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001113490|AMOT,1025,1090,980,10,101,336,178,687,178,89,505,647
NR_038998|LINC00629,0,3,6,0,0,0,0,0,0,0,0,0
NM_001177466|MAMLD1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001395|DUSP9,0,0,0,0,0,0,0,0,0,0,0,4
NM_001282224|ATP7A,374,0,388,0,0,0,296,0,296,0,0,199
NR_039980|LOC286437,110,122,147,31,52,48,109,71,109,66,93,52
NM_022052|NXF3,0,0,0,0,0,0,0,0,0,0,0,0
NR_104652|LOC100506790,0,0,0,0,0,0,0,0,0,0,0,0
NR_030234|MIR507,0,0,0,0,0,0,0,0,0,0,0,0
NM_000216|ANOS1,20,6,5,4,16,0,23,14,23,29,0,0
NM_001142797|CXCR3,363,154,242,74,72,252,101,27,101,95,626,241
NM_001103150|PNMA5,0,3,9,0,0,0,0,0,0,0,6,10
NM_001163334|SYTL5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256761|HTR2C,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037735|ZNF630,0,83,0,4,0,3,1,53,1,39,0,0
NR_104228|LINC00632,0,0,0,6,0,0,0,0,0,0,0,0
NM_134445|CD99L2,0,0,0,0,0,0,0,0,0,0,114,0
NM_212559|XKRX,30,36,81,4,4,4,0,6,0,4,13,4
NM_001184772|BCORL1,735,479,875,456,317,535,517,326,517,425,324,406
NM_001168466|MAP7D2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143982|CHRDL1,0,0,0,0,0,0,0,0,0,0,0,0
NR_027121|SHROOM4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012979|TCEAL5,2,0,0,0,0,0,2,0,2,0,4,3
NM_001144885|CITED1,0,0,0,0,0,0,0,0,0,0,0,0
NM_020721|KIAA1210,0,0,0,8,0,0,0,0,0,0,0,0
NM_000555|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168301|KLHL13,0,0,0,0,0,0,0,0,0,0,0,0
NM_005088|AKAP17A,3529,2267,3405,2322,2517,1234,2709,165,2709,201,3662,221
NM_001034832|SSX4B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123384|BCOR,352,217,702,67,352,313,315,237,315,110,99,243
NM_000307|POU3F4,0,0,0,0,0,0,3,0,3,0,0,0
NM_001184924|PNMA5,0,0,0,0,0,0,0,0,0,0,0,0
NM_173798|ZCCHC12,0,0,0,0,0,0,0,0,0,0,0,0
NM_152692|C1GALT1C1,3,5,18,0,0,0,4,3,4,2,3,0
NM_001166701|FAM104B,64,148,101,124,138,39,145,25,145,81,131,112
NM_002363|MAGEB1,3,4,0,0,0,0,11,0,11,0,0,5
NM_001289|CLIC2,421,351,254,1357,1126,294,2391,413,2391,600,977,655
NM_001170963|IGSF1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001472|GAGE2C,0,0,0,0,0,0,0,0,0,0,0,0
NR_026935|LINC00889,0,0,0,0,0,0,0,0,0,0,0,0
NM_018558|GABRQ,15,0,0,0,0,0,0,0,0,0,33,4
NM_017666|ZNF280C,350,499,401,368,452,174,653,363,653,394,348,381
NM_001017436|CT45A4,0,0,0,0,17,0,13,0,13,0,0,36
NR_029423|MAP2K4P1,28,28,17,7,21,9,20,13,20,11,15,22
NM_078629|MSL3,2370,2819,4022,2499,2781,1170,2642,2299,2642,3050,4183,3066
NM_138437|GPRASP2,0,0,0,0,0,0,0,0,0,0,0,0
NR_103708|ARL13A,0,0,0,0,0,0,0,0,0,0,0,0
NM_021796|PLAC1,0,0,0,0,0,0,0,0,0,0,0,0
NR_036260|MIR1184-3,0,0,1,0,0,0,0,0,0,0,3,0
NM_001171186|FAM9A,0,0,0,0,0,0,0,0,0,0,0,0
NM_152761|CXorf58,10,6,0,4,5,0,5,0,5,0,0,0
NM_002364|MAGEB2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282505|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303512|PDZD4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144005|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282197|SLC25A14,3,2,2,2,2,3,10,4,10,0,1,0
NM_199478|PLP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289109|LONRF3,0,0,1,0,0,0,0,0,0,0,0,0
NM_001011548|MAGEA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142432|MORF4L2,72,74,52,83,50,43,109,104,109,0,0,74
NM_001171092|CLDN2,5,0,3,0,0,0,0,0,0,0,5,0
NM_001184960|SH3KBP1,0,2,1,0,0,0,0,0,0,0,0,0
NM_001271836|CCDC120,278,243,250,234,251,109,246,189,246,161,333,243
NM_182541|TMEM31,0,0,0,0,0,0,0,0,0,0,2,0
NM_001142395|PRRG1,0,0,0,0,0,0,0,0,0,0,0,0
NM_004182|UXT,3535,3436,4584,3231,2817,1750,3420,3548,3420,2270,3316,3942
NR_004379|SNORD96B,0,0,0,0,0,0,0,0,0,0,0,0
NM_015686|FAM155B,0,0,6,0,0,0,0,0,0,0,0,0
NM_001195272|TEX13C,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282848|RGN,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144004|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_007231|SLC6A14,0,2,0,0,0,0,0,0,0,0,13,0
NR_073149|TRO,32,0,25,0,0,0,0,0,0,0,0,0
NM_002139|RBMX,14821,16069,19078,8809,11225,6991,16316,13438,16316,10468,13222,13777
NM_000292|PHKA2,1969,1947,2646,1145,1231,965,2105,1285,2105,1227,1536,1709
NR_102272|GAGE1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282311|FAM3A,118,133,181,216,132,63,284,144,284,104,192,255
NM_001136024|NHS,11,2,3,0,4,0,0,0,0,0,0,0
NM_201222|MAGED2,2094,1027,1280,1239,884,744,954,1133,954,591,1810,1147
NR_028119|UXT-AS1,11,3,2,5,5,0,0,4,0,6,2,0
NM_001025242|IRAK1,775,573,0,502,825,0,400,579,400,1016,1087,1035
NM_198333|P2RY10,1665,1258,1762,833,1077,759,1140,1140,1140,904,1693,1200
NM_001078171|FAM127A,1214,774,947,859,1187,415,1373,732,1373,590,838,912
NM_001166703|FAM104B,6,4,6,7,5,2,5,9,5,3,3,3
NM_001327|CTAG1B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001476|GAGE6,0,0,0,0,0,0,0,0,0,0,0,0
NM_144969|ZDHHC15,0,0,0,4,0,0,0,0,0,0,0,0
NR_131237|LOC105373300,0,13,0,0,0,0,1,0,1,0,0,0
NM_001282401|ZMAT1,0,2,0,0,0,0,0,0,0,0,0,0
NR_125391|DIAPH2-AS1,11,0,0,0,0,0,0,0,0,0,6,0
NM_006521|TFE3,2103,1831,2127,1584,1557,669,2152,1767,2152,1520,2072,2176
NM_001316889|PLAC1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256196|ARAF,45,33,195,183,64,87,140,78,140,81,151,137
NM_032968|PCDH11X,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242490|FAM156A,0,0,0,0,0,0,0,179,0,0,0,0
NM_001282202|ZNF630,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199818|ARMCX5-GPRASP2,120,72,69,24,41,17,87,70,87,46,64,80
NM_001168479|ARMCX5,13,0,0,0,0,0,19,0,19,3,0,0
NM_001098405|GAGE12F,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166278|DLG3,684,516,1238,90,391,259,617,583,617,802,417,705
NM_001171877|MCF2,0,0,0,0,0,0,0,0,0,0,0,0
NM_032508|TMEM185A,688,463,848,317,531,258,531,394,531,485,338,476
NM_001110792|MECP2,63,76,46,216,108,0,112,50,112,0,150,95
NM_001297563|TCEANC,119,34,170,102,165,111,106,133,106,50,153,117
NM_000284|PDHA1,4856,5682,6164,3038,3793,2414,6159,4409,6159,2787,3919,5115
NM_080701|TREX2,15,4,9,18,16,0,12,14,12,7,12,9
NM_001166386|MAGEA12,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013628|DCAF12L2,0,0,0,0,0,0,0,0,0,0,0,4
NM_001190417|ZNF674,193,0,196,0,0,0,116,220,116,5,0,0
NR_029950|MIR20B,0,0,2,2,0,0,0,1,0,0,0,0
NM_001303513|PDZD4,0,0,0,0,0,0,0,8,0,0,0,0
NM_001128127|GK,0,214,857,722,1274,0,1734,0,1734,846,90,0
NM_198456|FAM120C,66,59,108,79,110,31,123,86,123,31,85,103
NM_000898|MAOB,0,0,0,0,0,0,0,0,0,0,0,0
NM_032796|SYAP1,2975,4198,3870,2586,3590,1417,3513,3540,3513,2913,3509,3276
NM_001291277|TEX13A,0,0,0,0,0,0,0,0,0,0,0,0
NR_073450|PFKFB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001018113|FANCB,302,464,231,185,183,147,444,259,444,207,261,289
NR_029949|MIR18B,0,1,0,0,0,0,0,0,0,0,0,0
NM_001040663|GAGE1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256197|ARAF,567,555,650,240,420,148,509,316,509,327,396,497
NR_126350|LINC01201,0,0,0,0,0,0,0,0,0,0,0,0
NM_004143|CITED1,0,6,9,8,0,0,14,3,14,5,6,4
NM_178270|ATG4A,89,81,0,52,124,0,146,61,146,77,0,71
NM_016370|RAB9B,54,109,80,31,97,18,46,74,46,54,68,76
NM_052936|ATG4A,999,932,962,760,745,402,1274,798,1274,536,1172,692
NM_012080|PUDP,1892,3167,4400,2279,2212,2291,2437,2276,2437,3040,2120,3921
NM_001300884|CHIC1,210,368,0,0,229,0,283,145,283,0,1,328
NM_006950|SYN1,42,91,28,39,23,11,39,19,39,11,0,48
NM_001105243|PCDH19,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006614|WBP5,0,0,0,0,0,0,0,0,0,0,21,0
NM_004651|USP11,4549,3894,5466,2784,3279,1927,3954,2903,3954,3136,3010,2837
NM_153333|TCEAL8,1669,2528,1850,1370,1500,728,2273,1861,2273,1281,2185,1550
NM_001636|SLC25A6,44779,29522,50345,44880,34935,17767,46187,37792,46187,23211,43022,51940
NR_027231|LINC00685,0,0,0,0,0,0,0,0,0,0,0,0
NM_002444|MSN,80187,61896,81509,33942,40824,32791,60469,38017,60469,44768,51271,48688
NR_038462|LINC00892,0,0,0,0,0,0,0,0,0,0,0,0
NM_020137|GRIPAP1,5032,3235,4368,2439,3120,1600,4243,2667,4243,2348,3491,2806
NM_005638|VAMP7,3329,3327,3180,1845,2529,1119,3247,2946,3247,1962,2901,2522
NM_001170931|FOXO4,0,0,0,0,1,0,0,1,0,0,0,0
NM_001278702|SSX2B,0,0,0,0,0,0,0,0,0,0,0,0
NR_131250|RHOXF1P1,0,0,0,0,0,0,0,0,0,0,0,0
NM_182680|AMELX,0,0,0,0,0,0,0,0,0,0,0,0
NM_012317|LDOC1,7,4,13,36,72,0,5,13,5,28,2,5
NR_034004|LOC100132741,23,15,47,2,16,2,2,2,2,7,0,10
NM_175859|CTPS2,915,870,852,1012,1234,269,1773,1059,1773,705,1265,1369
NM_138702|MAGEC3,0,0,0,0,0,0,0,0,0,0,0,0
NM_012069|ATP1B4,0,0,0,0,0,0,0,0,0,0,0,0
NR_030227|MIR450A2,0,0,0,0,0,0,0,0,0,1,0,0
NM_004251|RAB9A,2579,2799,2053,1927,2359,875,4096,1963,4096,2247,2207,2023
NM_181311|TAZ,366,375,513,254,370,161,388,328,388,248,535,341
NR_130638|CSAG3,0,0,0,12,0,0,18,0,18,3,9,0
NM_053281|DACH2,0,0,0,0,0,0,0,0,0,0,0,0
NM_007309|DIAPH2,820,493,828,116,589,113,260,253,260,701,415,586
NM_001007524|F8A3,200,214,161,6,900,283,6,208,6,183,8,226
NM_006140|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006682|SPIN2B,39,66,27,1,1,39,25,100,25,18,6,0
NM_001185082|FMR1,572,548,730,186,519,301,717,475,717,328,800,487
NM_001184703|GYG2,0,0,0,0,0,0,0,0,0,0,0,0
NM_177949|ARMCX2,898,1115,747,782,636,298,1856,948,1856,423,400,1013
NM_001029896|WDR45,943,803,1087,655,555,342,717,617,717,316,1050,655
NM_001316887|PLAC1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271748|APEX2,299,420,413,171,295,0,329,327,329,155,302,250
NM_001303515|PDZD4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001493|GDI1,6012,4990,5886,4136,4300,2222,6994,3685,6994,3268,4849,4302
NR_030241|MIR532,0,0,0,0,0,0,0,0,0,0,0,0
NM_175743|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145414|CHM,117,76,128,52,97,40,71,67,71,44,105,75
NM_001277423|TCP11X2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001015038|PAGE2B,0,4,5,0,0,0,0,0,0,0,0,0
NM_181672|OGT,13955,16104,13225,6605,10192,4094,11447,7607,11447,6486,12429,9010
NM_001103151|PNMA5,0,0,0,0,0,0,0,0,0,0,0,0
NR_130730|DANT2,19,5,18,0,3,6,5,0,5,0,15,4
NM_001142504|STARD8,0,0,0,0,0,0,0,0,0,0,0,34
NM_003270|TSPAN6,81,44,0,0,3,0,0,24,0,0,0,0
NR_015353|LINC01278,708,655,748,298,497,277,879,459,879,461,410,497
NM_173698|FAM133A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277710|CD99,298,1,171,7,5,9,13,2,13,2,13,9
NM_001172739|RAI2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037501|MIR3937,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097594|XAGE1B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123383|BCOR,235,159,405,0,285,243,209,192,209,0,0,0
NM_001282418|STAG2,2,5,5,0,3,0,4,5,4,0,1,0
NM_152694|ZCCHC5,9,11,6,3,0,7,18,6,18,12,4,0
NM_001166461|MPP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127345|GAGE12B,0,0,0,0,0,0,0,0,0,0,0,0
NM_173699|MAGEB18,0,0,0,0,0,0,0,0,0,0,0,0
NM_001721|BMX,0,0,0,0,0,0,0,0,0,0,0,0
NM_004650|PNPLA4,461,457,757,448,288,438,483,348,483,446,354,665
NM_001142420|MORF4L2,67,92,44,31,80,36,100,40,100,55,75,32
NM_001193416|DDX3X,13905,18170,16575,7478,8624,7042,13505,9903,13505,11577,10626,12453
NM_024657|MORC4,96,47,0,11,5,10,50,19,50,8,74,45
NM_006915|RP2,1276,1139,1000,464,758,528,1354,1012,1354,600,704,913
NM_001011550|MAGEA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109878|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013627|NHSL2,21,1,11,0,17,4,15,7,15,23,6,28
NM_001300788|FAM120C,0,424,0,218,114,0,2,304,2,45,296,190
NM_001145149|VAMP7,0,53,0,45,90,49,0,0,0,0,0,0
NR_003254|XGY2,0,0,0,0,0,0,0,0,0,0,0,0
NM_022101|CXorf56,1514,1277,1816,1046,1412,530,1670,1224,1670,270,1217,1123
NM_145812|AIFM1,0,0,0,0,1,0,2,1,2,3,0,0
NR_106916|MIR6857,0,0,0,0,1,0,0,0,0,2,0,1
NR_038978|MORF4L2-AS1,36,61,76,37,25,15,39,41,39,15,50,41
NR_033773|CENPVP2,0,0,0,0,0,1,2,4,2,0,0,2
NR_033772|CENPVP1,0,0,0,0,0,0,0,0,0,0,0,0
